taxon,year,count
Hyperaspis pseudopustulata,1895,1
Hyperaspis pseudopustulata,1899,1
Hyperaspis pseudopustulata,1900,1
Hyperaspis pseudopustulata,1902,1
Hyperaspis pseudopustulata,1903,1
Hyperaspis pseudopustulata,1915,1
Hyperaspis pseudopustulata,1916,1
Hyperaspis pseudopustulata,1920,1
Hyperaspis pseudopustulata,1923,2
Hyperaspis pseudopustulata,1936,1
Hyperaspis pseudopustulata,1945,1
Hyperaspis pseudopustulata,1960,1
Hyperaspis pseudopustulata,1971,1
Hyperaspis pseudopustulata,1974,2
Hyperaspis pseudopustulata,1975,1
Hyperaspis pseudopustulata,1976,1
Hyperaspis pseudopustulata,1978,1
Hyperaspis pseudopustulata,1980,2
Hyperaspis pseudopustulata,1982,1
Hyperaspis pseudopustulata,1983,2
Hyperaspis pseudopustulata,1984,1
Hyperaspis pseudopustulata,1988,7
Hyperaspis pseudopustulata,1989,7
Hyperaspis pseudopustulata,1990,4
Hyperaspis pseudopustulata,1991,1
Hyperaspis pseudopustulata,1992,2
Hyperaspis pseudopustulata,1993,1
Hyperaspis pseudopustulata,1994,2
Hyperaspis pseudopustulata,1996,1
Hyperaspis pseudopustulata,1998,1
Hyperaspis pseudopustulata,1999,1
Hyperaspis pseudopustulata,2000,2
Hyperaspis pseudopustulata,2001,1
Hyperaspis pseudopustulata,2002,1
Hyperaspis pseudopustulata,2004,5
Hyperaspis pseudopustulata,2005,3
Hyperaspis pseudopustulata,2006,1
Hyperaspis pseudopustulata,2008,1
Hyperaspis pseudopustulata,2010,4
Hyperaspis pseudopustulata,2012,2
Hyperaspis pseudopustulata,2015,1
Hyperaspis pseudopustulata,2017,1
Hyperaspis pseudopustulata,2018,2
Hyperaspis pseudopustulata,2019,1
Hyperaspis pseudopustulata,2020,1
Myrrha octodecimguttata,1600,3
Myrrha octodecimguttata,1830,1
Myrrha octodecimguttata,1848,2
Myrrha octodecimguttata,1860,2
Myrrha octodecimguttata,1878,1
Myrrha octodecimguttata,1888,2
Myrrha octodecimguttata,1894,1
Myrrha octodecimguttata,1895,1
Myrrha octodecimguttata,1897,1
Myrrha octodecimguttata,1900,3
Myrrha octodecimguttata,1901,1
Myrrha octodecimguttata,1902,1
Myrrha octodecimguttata,1903,2
Myrrha octodecimguttata,1905,1
Myrrha octodecimguttata,1906,1
Myrrha octodecimguttata,1908,1
Myrrha octodecimguttata,1912,1
Myrrha octodecimguttata,1920,1
Myrrha octodecimguttata,1921,1
Myrrha octodecimguttata,1924,1
Myrrha octodecimguttata,1930,3
Myrrha octodecimguttata,1935,1
Myrrha octodecimguttata,1936,1
Myrrha octodecimguttata,1939,1
Myrrha octodecimguttata,1940,1
Myrrha octodecimguttata,1941,2
Myrrha octodecimguttata,1943,1
Myrrha octodecimguttata,1945,2
Myrrha octodecimguttata,1946,1
Myrrha octodecimguttata,1951,1
Myrrha octodecimguttata,1954,2
Myrrha octodecimguttata,1956,1
Myrrha octodecimguttata,1958,1
Myrrha octodecimguttata,1959,3
Myrrha octodecimguttata,1964,1
Myrrha octodecimguttata,1966,1
Myrrha octodecimguttata,1968,3
Myrrha octodecimguttata,1969,2
Myrrha octodecimguttata,1970,2
Myrrha octodecimguttata,1971,4
Myrrha octodecimguttata,1972,3
Myrrha octodecimguttata,1974,1
Myrrha octodecimguttata,1975,1
Myrrha octodecimguttata,1976,4
Myrrha octodecimguttata,1977,2
Myrrha octodecimguttata,1978,1
Myrrha octodecimguttata,1979,10
Myrrha octodecimguttata,1980,3
Myrrha octodecimguttata,1981,7
Myrrha octodecimguttata,1982,4
Myrrha octodecimguttata,1983,6
Myrrha octodecimguttata,1984,1
Myrrha octodecimguttata,1985,11
Myrrha octodecimguttata,1986,4
Myrrha octodecimguttata,1987,7
Myrrha octodecimguttata,1988,2
Myrrha octodecimguttata,1989,26
Myrrha octodecimguttata,1990,13
Myrrha octodecimguttata,1991,13
Myrrha octodecimguttata,1992,7
Myrrha octodecimguttata,1993,4
Myrrha octodecimguttata,1994,7
Myrrha octodecimguttata,1995,10
Myrrha octodecimguttata,1996,9
Myrrha octodecimguttata,1997,6
Myrrha octodecimguttata,1998,6
Myrrha octodecimguttata,1999,9
Myrrha octodecimguttata,2000,12
Myrrha octodecimguttata,2001,20
Myrrha octodecimguttata,2002,12
Myrrha octodecimguttata,2003,8
Myrrha octodecimguttata,2004,22
Myrrha octodecimguttata,2005,49
Myrrha octodecimguttata,2006,44
Myrrha octodecimguttata,2007,30
Myrrha octodecimguttata,2008,11
Myrrha octodecimguttata,2009,17
Myrrha octodecimguttata,2010,12
Myrrha octodecimguttata,2011,6
Myrrha octodecimguttata,2013,6
Myrrha octodecimguttata,2014,7
Myrrha octodecimguttata,2015,13
Myrrha octodecimguttata,2016,12
Myrrha octodecimguttata,2017,18
Myrrha octodecimguttata,2018,15
Myrrha octodecimguttata,2019,46
Myrrha octodecimguttata,2020,25
Myzia oblongoguttata,1600,1
Myzia oblongoguttata,1830,1
Myzia oblongoguttata,1844,1
Myzia oblongoguttata,1848,2
Myzia oblongoguttata,1870,1
Myzia oblongoguttata,1871,1
Myzia oblongoguttata,1878,1
Myzia oblongoguttata,1888,1
Myzia oblongoguttata,1894,3
Myzia oblongoguttata,1895,1
Myzia oblongoguttata,1897,1
Myzia oblongoguttata,1898,1
Myzia oblongoguttata,1899,1
Myzia oblongoguttata,1900,1
Myzia oblongoguttata,1904,1
Myzia oblongoguttata,1906,2
Myzia oblongoguttata,1907,3
Myzia oblongoguttata,1913,1
Myzia oblongoguttata,1915,1
Myzia oblongoguttata,1916,3
Myzia oblongoguttata,1920,2
Myzia oblongoguttata,1925,3
Myzia oblongoguttata,1929,1
Myzia oblongoguttata,1930,1
Myzia oblongoguttata,1936,1
Myzia oblongoguttata,1938,1
Myzia oblongoguttata,1941,2
Myzia oblongoguttata,1945,2
Myzia oblongoguttata,1955,1
Myzia oblongoguttata,1956,3
Myzia oblongoguttata,1957,2
Myzia oblongoguttata,1958,3
Myzia oblongoguttata,1959,1
Myzia oblongoguttata,1969,2
Myzia oblongoguttata,1970,1
Myzia oblongoguttata,1971,3
Myzia oblongoguttata,1976,3
Myzia oblongoguttata,1977,10
Myzia oblongoguttata,1978,11
Myzia oblongoguttata,1979,4
Myzia oblongoguttata,1980,2
Myzia oblongoguttata,1981,6
Myzia oblongoguttata,1982,2
Myzia oblongoguttata,1983,7
Myzia oblongoguttata,1984,7
Myzia oblongoguttata,1985,3
Myzia oblongoguttata,1986,2
Myzia oblongoguttata,1987,5
Myzia oblongoguttata,1988,5
Myzia oblongoguttata,1989,14
Myzia oblongoguttata,1990,6
Myzia oblongoguttata,1991,12
Myzia oblongoguttata,1992,7
Myzia oblongoguttata,1993,4
Myzia oblongoguttata,1994,9
Myzia oblongoguttata,1995,5
Myzia oblongoguttata,1996,5
Myzia oblongoguttata,1997,7
Myzia oblongoguttata,1998,2
Myzia oblongoguttata,1999,4
Myzia oblongoguttata,2000,1
Myzia oblongoguttata,2001,1
Myzia oblongoguttata,2002,9
Myzia oblongoguttata,2003,2
Myzia oblongoguttata,2004,8
Myzia oblongoguttata,2005,18
Myzia oblongoguttata,2006,15
Myzia oblongoguttata,2007,19
Myzia oblongoguttata,2008,2
Myzia oblongoguttata,2009,13
Myzia oblongoguttata,2010,13
Myzia oblongoguttata,2011,6
Myzia oblongoguttata,2013,6
Myzia oblongoguttata,2014,8
Myzia oblongoguttata,2015,21
Myzia oblongoguttata,2016,25
Myzia oblongoguttata,2017,19
Myzia oblongoguttata,2018,24
Myzia oblongoguttata,2019,25
Myzia oblongoguttata,2020,31
Nephus bisignatus,1996,1
Nephus quadrimaculatus,1960,1
Nephus quadrimaculatus,1980,6
Nephus quadrimaculatus,1983,2
Nephus quadrimaculatus,1984,2
Nephus quadrimaculatus,1988,1
Nephus quadrimaculatus,1991,3
Nephus quadrimaculatus,1992,4
Nephus quadrimaculatus,1993,1
Nephus quadrimaculatus,1996,1
Nephus quadrimaculatus,1997,4
Nephus quadrimaculatus,1998,2
Nephus quadrimaculatus,1999,2
Nephus quadrimaculatus,2000,6
Nephus quadrimaculatus,2001,7
Nephus quadrimaculatus,2002,9
Nephus quadrimaculatus,2003,3
Nephus quadrimaculatus,2004,6
Nephus quadrimaculatus,2005,13
Nephus quadrimaculatus,2006,2
Nephus quadrimaculatus,2007,2
Nephus quadrimaculatus,2008,2
Nephus quadrimaculatus,2009,8
Nephus quadrimaculatus,2010,5
Nephus quadrimaculatus,2011,1
Nephus quadrimaculatus,2013,8
Nephus quadrimaculatus,2014,20
Nephus quadrimaculatus,2015,9
Nephus quadrimaculatus,2016,15
Nephus quadrimaculatus,2017,23
Nephus quadrimaculatus,2018,42
Nephus quadrimaculatus,2019,46
Nephus quadrimaculatus,2020,46
Nephus redtenbacheri,1888,1
Nephus redtenbacheri,1889,1
Nephus redtenbacheri,1894,1
Nephus redtenbacheri,1897,1
Nephus redtenbacheri,1899,1
Nephus redtenbacheri,1900,1
Nephus redtenbacheri,1901,1
Nephus redtenbacheri,1905,1
Nephus redtenbacheri,1910,1
Nephus redtenbacheri,1919,1
Nephus redtenbacheri,1941,2
Nephus redtenbacheri,1946,1
Nephus redtenbacheri,1949,1
Nephus redtenbacheri,1950,1
Nephus redtenbacheri,1952,1
Nephus redtenbacheri,1971,1
Nephus redtenbacheri,1973,2
Nephus redtenbacheri,1974,1
Nephus redtenbacheri,1975,2
Nephus redtenbacheri,1976,4
Nephus redtenbacheri,1977,2
Nephus redtenbacheri,1978,4
Nephus redtenbacheri,1982,1
Nephus redtenbacheri,1983,7
Nephus redtenbacheri,1984,6
Nephus redtenbacheri,1985,2
Nephus redtenbacheri,1986,5
Nephus redtenbacheri,1987,7
Nephus redtenbacheri,1988,8
Nephus redtenbacheri,1989,8
Nephus redtenbacheri,1990,10
Nephus redtenbacheri,1991,10
Nephus redtenbacheri,1992,23
Nephus redtenbacheri,1993,4
Nephus redtenbacheri,1994,5
Nephus redtenbacheri,1995,6
Nephus redtenbacheri,1996,9
Nephus redtenbacheri,1997,1
Nephus redtenbacheri,1998,6
Nephus redtenbacheri,1999,2
Nephus redtenbacheri,2000,3
Nephus redtenbacheri,2001,5
Nephus redtenbacheri,2002,5
Nephus redtenbacheri,2003,9
Nephus redtenbacheri,2004,13
Nephus redtenbacheri,2005,8
Nephus redtenbacheri,2006,6
Nephus redtenbacheri,2007,1
Nephus redtenbacheri,2008,4
Nephus redtenbacheri,2009,4
Nephus redtenbacheri,2010,1
Nephus redtenbacheri,2011,1
Nephus redtenbacheri,2013,2
Nephus redtenbacheri,2014,3
Nephus redtenbacheri,2016,3
Nephus redtenbacheri,2017,3
Nephus redtenbacheri,2018,8
Nephus redtenbacheri,2019,10
Nephus redtenbacheri,2020,2
Oenopia conglobata,2014,1
Platynaspis luteorubra,1830,1
Platynaspis luteorubra,1908,1
Platynaspis luteorubra,1921,2
Platynaspis luteorubra,1934,1
Platynaspis luteorubra,1973,1
Platynaspis luteorubra,1976,4
Platynaspis luteorubra,1982,1
Platynaspis luteorubra,1984,1
Platynaspis luteorubra,1988,2
Platynaspis luteorubra,1990,1
Platynaspis luteorubra,1991,1
Platynaspis luteorubra,1993,2
Platynaspis luteorubra,1994,4
Platynaspis luteorubra,1995,1
Platynaspis luteorubra,1997,3
Platynaspis luteorubra,1999,2
Platynaspis luteorubra,2000,7
Platynaspis luteorubra,2001,7
Platynaspis luteorubra,2002,8
Platynaspis luteorubra,2003,1
Platynaspis luteorubra,2004,2
Platynaspis luteorubra,2005,4
Platynaspis luteorubra,2006,2
Platynaspis luteorubra,2007,1
Platynaspis luteorubra,2008,7
Platynaspis luteorubra,2009,3
Platynaspis luteorubra,2010,2
Platynaspis luteorubra,2014,1
Platynaspis luteorubra,2016,1
Platynaspis luteorubra,2017,1
Platynaspis luteorubra,2018,7
Platynaspis luteorubra,2019,7
Platynaspis luteorubra,2020,3
Propylea quattuordecimpunctata,1600,1
Propylea quattuordecimpunctata,1879,1
Propylea quattuordecimpunctata,1884,1
Propylea quattuordecimpunctata,1891,1
Propylea quattuordecimpunctata,1892,1
Propylea quattuordecimpunctata,1894,1
Propylea quattuordecimpunctata,1895,2
Propylea quattuordecimpunctata,1897,1
Propylea quattuordecimpunctata,1898,1
Propylea quattuordecimpunctata,1900,2
Propylea quattuordecimpunctata,1902,3
Propylea quattuordecimpunctata,1904,1
Propylea quattuordecimpunctata,1905,1
Propylea quattuordecimpunctata,1906,1
Propylea quattuordecimpunctata,1920,1
Propylea quattuordecimpunctata,1922,2
Propylea quattuordecimpunctata,1925,2
Propylea quattuordecimpunctata,1929,1
Propylea quattuordecimpunctata,1934,2
Propylea quattuordecimpunctata,1938,1
Propylea quattuordecimpunctata,1940,2
Propylea quattuordecimpunctata,1941,4
Propylea quattuordecimpunctata,1942,3
Propylea quattuordecimpunctata,1943,2
Propylea quattuordecimpunctata,1944,1
Propylea quattuordecimpunctata,1945,2
Propylea quattuordecimpunctata,1946,4
Propylea quattuordecimpunctata,1948,1
Propylea quattuordecimpunctata,1949,1
Propylea quattuordecimpunctata,1950,4
Propylea quattuordecimpunctata,1951,2
Propylea quattuordecimpunctata,1954,1
Propylea quattuordecimpunctata,1955,1
Propylea quattuordecimpunctata,1956,5
Propylea quattuordecimpunctata,1957,2
Propylea quattuordecimpunctata,1958,1
Propylea quattuordecimpunctata,1959,1
Propylea quattuordecimpunctata,1960,9
Propylea quattuordecimpunctata,1961,2
Propylea quattuordecimpunctata,1963,1
Propylea quattuordecimpunctata,1964,2
Propylea quattuordecimpunctata,1965,3
Propylea quattuordecimpunctata,1966,5
Propylea quattuordecimpunctata,1967,2
Propylea quattuordecimpunctata,1968,6
Propylea quattuordecimpunctata,1969,3
Propylea quattuordecimpunctata,1970,2
Propylea quattuordecimpunctata,1971,13
Propylea quattuordecimpunctata,1972,14
Propylea quattuordecimpunctata,1973,13
Propylea quattuordecimpunctata,1974,6
Propylea quattuordecimpunctata,1975,18
Propylea quattuordecimpunctata,1976,53
Propylea quattuordecimpunctata,1977,90
Propylea quattuordecimpunctata,1978,159
Propylea quattuordecimpunctata,1979,59
Propylea quattuordecimpunctata,1980,102
Propylea quattuordecimpunctata,1981,69
Propylea quattuordecimpunctata,1982,98
Propylea quattuordecimpunctata,1983,112
Propylea quattuordecimpunctata,1984,135
Propylea quattuordecimpunctata,1985,158
Propylea quattuordecimpunctata,1986,113
Propylea quattuordecimpunctata,1987,75
Propylea quattuordecimpunctata,1988,124
Propylea quattuordecimpunctata,1989,171
Propylea quattuordecimpunctata,1990,213
Propylea quattuordecimpunctata,1991,188
Propylea quattuordecimpunctata,1992,253
Propylea quattuordecimpunctata,1993,249
Propylea quattuordecimpunctata,1994,349
Propylea quattuordecimpunctata,1995,388
Propylea quattuordecimpunctata,1996,391
Propylea quattuordecimpunctata,1997,341
Propylea quattuordecimpunctata,1998,255
Propylea quattuordecimpunctata,1999,306
Propylea quattuordecimpunctata,2000,447
Propylea quattuordecimpunctata,2001,344
Propylea quattuordecimpunctata,2002,549
Propylea quattuordecimpunctata,2003,326
Propylea quattuordecimpunctata,2004,515
Propylea quattuordecimpunctata,2005,897
Propylea quattuordecimpunctata,2006,799
Propylea quattuordecimpunctata,2007,596
Propylea quattuordecimpunctata,2008,197
Propylea quattuordecimpunctata,2009,365
Propylea quattuordecimpunctata,2010,332
Propylea quattuordecimpunctata,2011,119
Propylea quattuordecimpunctata,2012,60
Propylea quattuordecimpunctata,2013,325
Propylea quattuordecimpunctata,2014,512
Propylea quattuordecimpunctata,2015,450
Propylea quattuordecimpunctata,2016,429
Propylea quattuordecimpunctata,2017,345
Propylea quattuordecimpunctata,2018,396
Propylea quattuordecimpunctata,2019,918
Propylea quattuordecimpunctata,2020,924
Psyllobora vigintiduopunctata,1848,2
Psyllobora vigintiduopunctata,1880,1
Psyllobora vigintiduopunctata,1884,1
Psyllobora vigintiduopunctata,1888,1
Psyllobora vigintiduopunctata,1892,1
Psyllobora vigintiduopunctata,1894,1
Psyllobora vigintiduopunctata,1895,1
Psyllobora vigintiduopunctata,1900,2
Psyllobora vigintiduopunctata,1903,1
Psyllobora vigintiduopunctata,1904,2
Psyllobora vigintiduopunctata,1905,4
Psyllobora vigintiduopunctata,1906,1
Psyllobora vigintiduopunctata,1910,1
Psyllobora vigintiduopunctata,1914,1
Psyllobora vigintiduopunctata,1919,1
Psyllobora vigintiduopunctata,1920,3
Psyllobora vigintiduopunctata,1922,2
Psyllobora vigintiduopunctata,1930,1
Psyllobora vigintiduopunctata,1931,1
Psyllobora vigintiduopunctata,1934,3
Psyllobora vigintiduopunctata,1935,2
Psyllobora vigintiduopunctata,1937,1
Psyllobora vigintiduopunctata,1938,1
Psyllobora vigintiduopunctata,1939,1
Psyllobora vigintiduopunctata,1940,3
Psyllobora vigintiduopunctata,1943,1
Psyllobora vigintiduopunctata,1944,2
Psyllobora vigintiduopunctata,1945,3
Psyllobora vigintiduopunctata,1946,1
Psyllobora vigintiduopunctata,1948,2
Psyllobora vigintiduopunctata,1951,3
Psyllobora vigintiduopunctata,1953,1
Psyllobora vigintiduopunctata,1955,2
Psyllobora vigintiduopunctata,1956,4
Psyllobora vigintiduopunctata,1958,2
Psyllobora vigintiduopunctata,1959,3
Psyllobora vigintiduopunctata,1960,1
Psyllobora vigintiduopunctata,1961,2
Psyllobora vigintiduopunctata,1962,2
Psyllobora vigintiduopunctata,1963,3
Psyllobora vigintiduopunctata,1964,1
Psyllobora vigintiduopunctata,1965,2
Psyllobora vigintiduopunctata,1967,2
Psyllobora vigintiduopunctata,1968,4
Psyllobora vigintiduopunctata,1970,5
Psyllobora vigintiduopunctata,1971,6
Psyllobora vigintiduopunctata,1972,3
Psyllobora vigintiduopunctata,1973,10
Psyllobora vigintiduopunctata,1974,4
Psyllobora vigintiduopunctata,1975,18
Psyllobora vigintiduopunctata,1976,22
Psyllobora vigintiduopunctata,1977,22
Psyllobora vigintiduopunctata,1978,35
Psyllobora vigintiduopunctata,1979,8
Psyllobora vigintiduopunctata,1980,35
Psyllobora vigintiduopunctata,1981,34
Psyllobora vigintiduopunctata,1982,52
Psyllobora vigintiduopunctata,1983,61
Psyllobora vigintiduopunctata,1984,76
Psyllobora vigintiduopunctata,1985,53
Psyllobora vigintiduopunctata,1986,37
Psyllobora vigintiduopunctata,1987,55
Psyllobora vigintiduopunctata,1988,38
Psyllobora vigintiduopunctata,1989,73
Psyllobora vigintiduopunctata,1990,91
Psyllobora vigintiduopunctata,1991,94
Psyllobora vigintiduopunctata,1992,174
Psyllobora vigintiduopunctata,1993,177
Psyllobora vigintiduopunctata,1994,137
Psyllobora vigintiduopunctata,1995,104
Psyllobora vigintiduopunctata,1996,90
Psyllobora vigintiduopunctata,1997,94
Psyllobora vigintiduopunctata,1998,94
Psyllobora vigintiduopunctata,1999,231
Psyllobora vigintiduopunctata,2000,329
Psyllobora vigintiduopunctata,2001,296
Psyllobora vigintiduopunctata,2002,269
Psyllobora vigintiduopunctata,2003,190
Psyllobora vigintiduopunctata,2004,224
Psyllobora vigintiduopunctata,2005,293
Psyllobora vigintiduopunctata,2006,273
Psyllobora vigintiduopunctata,2007,223
Psyllobora vigintiduopunctata,2008,122
Psyllobora vigintiduopunctata,2009,259
Psyllobora vigintiduopunctata,2010,149
Psyllobora vigintiduopunctata,2011,78
Psyllobora vigintiduopunctata,2012,17
Psyllobora vigintiduopunctata,2013,151
Psyllobora vigintiduopunctata,2014,220
Psyllobora vigintiduopunctata,2015,208
Psyllobora vigintiduopunctata,2016,268
Psyllobora vigintiduopunctata,2017,335
Psyllobora vigintiduopunctata,2018,313
Psyllobora vigintiduopunctata,2019,399
Psyllobora vigintiduopunctata,2020,460
Rhyzobius chrysomeloides,1996,1
Rhyzobius chrysomeloides,1997,1
Rhyzobius chrysomeloides,1998,3
Rhyzobius chrysomeloides,1999,2
Rhyzobius chrysomeloides,2000,1
Rhyzobius chrysomeloides,2001,3
Rhyzobius chrysomeloides,2002,5
Rhyzobius chrysomeloides,2003,15
Rhyzobius chrysomeloides,2004,6
Rhyzobius chrysomeloides,2005,3
Rhyzobius chrysomeloides,2006,15
Rhyzobius chrysomeloides,2007,14
Rhyzobius chrysomeloides,2008,15
Rhyzobius chrysomeloides,2009,14
Rhyzobius chrysomeloides,2010,10
Rhyzobius chrysomeloides,2011,8
Rhyzobius chrysomeloides,2012,1
Rhyzobius chrysomeloides,2013,6
Rhyzobius chrysomeloides,2014,24
Rhyzobius chrysomeloides,2015,11
Rhyzobius chrysomeloides,2016,11
Rhyzobius chrysomeloides,2017,9
Rhyzobius chrysomeloides,2018,16
Rhyzobius chrysomeloides,2019,191
Rhyzobius chrysomeloides,2020,293
Rhyzobius forestieri,2017,3
Rhyzobius forestieri,2018,21
Rhyzobius forestieri,2019,38
Rhyzobius forestieri,2020,38
Rhyzobius litura,1600,1
Rhyzobius litura,1890,2
Rhyzobius litura,1891,1
Rhyzobius litura,1892,1
Rhyzobius litura,1894,1
Rhyzobius litura,1895,1
Rhyzobius litura,1898,1
Rhyzobius litura,1900,1
Rhyzobius litura,1902,1
Rhyzobius litura,1903,3
Rhyzobius litura,1905,1
Rhyzobius litura,1906,2
Rhyzobius litura,1907,1
Rhyzobius litura,1909,1
Rhyzobius litura,1914,2
Rhyzobius litura,1920,1
Rhyzobius litura,1921,1
Rhyzobius litura,1922,2
Rhyzobius litura,1926,1
Rhyzobius litura,1927,4
Rhyzobius litura,1928,2
Rhyzobius litura,1929,1
Rhyzobius litura,1935,2
Rhyzobius litura,1937,1
Rhyzobius litura,1938,1
Rhyzobius litura,1940,2
Rhyzobius litura,1946,2
Rhyzobius litura,1947,1
Rhyzobius litura,1948,1
Rhyzobius litura,1951,1
Rhyzobius litura,1953,1
Rhyzobius litura,1955,2
Rhyzobius litura,1957,1
Rhyzobius litura,1961,3
Rhyzobius litura,1962,2
Rhyzobius litura,1963,2
Rhyzobius litura,1964,2
Rhyzobius litura,1965,2
Rhyzobius litura,1966,1
Rhyzobius litura,1968,3
Rhyzobius litura,1969,4
Rhyzobius litura,1970,4
Rhyzobius litura,1971,6
Rhyzobius litura,1972,9
Rhyzobius litura,1973,13
Rhyzobius litura,1974,4
Rhyzobius litura,1975,6
Rhyzobius litura,1976,15
Rhyzobius litura,1977,23
Rhyzobius litura,1978,26
Rhyzobius litura,1979,13
Rhyzobius litura,1980,30
Rhyzobius litura,1981,10
Rhyzobius litura,1982,27
Rhyzobius litura,1983,42
Rhyzobius litura,1984,42
Rhyzobius litura,1985,59
Rhyzobius litura,1986,42
Rhyzobius litura,1987,40
Rhyzobius litura,1988,37
Rhyzobius litura,1989,51
Rhyzobius litura,1990,30
Rhyzobius litura,1991,68
Rhyzobius litura,1992,51
Rhyzobius litura,1993,44
Rhyzobius litura,1994,43
Rhyzobius litura,1995,42
Rhyzobius litura,1996,56
Rhyzobius litura,1997,58
Rhyzobius litura,1998,55
Rhyzobius litura,1999,79
Rhyzobius litura,2000,115
Rhyzobius litura,2001,83
Rhyzobius litura,2002,158
Rhyzobius litura,2003,90
Rhyzobius litura,2004,90
Rhyzobius litura,2005,104
Rhyzobius litura,2006,123
Rhyzobius litura,2007,108
Rhyzobius litura,2008,77
Rhyzobius litura,2009,176
Rhyzobius litura,2010,33
Rhyzobius litura,2011,23
Rhyzobius litura,2012,9
Rhyzobius litura,2013,17
Rhyzobius litura,2014,27
Rhyzobius litura,2015,28
Rhyzobius litura,2016,65
Rhyzobius litura,2017,36
Rhyzobius litura,2018,60
Rhyzobius litura,2019,84
Rhyzobius litura,2020,67
Rhyzobius lophanthae,1999,2
Rhyzobius lophanthae,2006,7
Rhyzobius lophanthae,2007,1
Rhyzobius lophanthae,2013,10
Rhyzobius lophanthae,2014,18
Rhyzobius lophanthae,2015,6
Rhyzobius lophanthae,2016,8
Rhyzobius lophanthae,2017,7
Rhyzobius lophanthae,2018,11
Rhyzobius lophanthae,2019,8
Rhyzobius lophanthae,2020,22
Rodolia cardinalis,2003,4
Rodolia cardinalis,2006,1
Scymnus auritus,1892,1
Scymnus auritus,1898,1
Scymnus auritus,1899,3
Scymnus auritus,1900,1
Scymnus auritus,1902,3
Scymnus auritus,1903,1
Scymnus auritus,1904,1
Scymnus auritus,1905,1
Scymnus auritus,1913,1
Scymnus auritus,1920,1
Scymnus auritus,1930,1
Scymnus auritus,1935,1
Scymnus auritus,1936,1
Scymnus auritus,1938,1
Scymnus auritus,1940,1
Scymnus auritus,1944,1
Scymnus auritus,1947,1
Scymnus auritus,1951,1
Scymnus auritus,1957,2
Scymnus auritus,1958,2
Scymnus auritus,1960,3
Scymnus auritus,1962,1
Scymnus auritus,1963,1
Scymnus auritus,1964,1
Scymnus auritus,1965,3
Scymnus auritus,1966,2
Scymnus auritus,1968,2
Scymnus auritus,1969,2
Scymnus auritus,1970,2
Scymnus auritus,1971,3
Scymnus auritus,1972,3
Scymnus auritus,1973,2
Scymnus auritus,1974,1
Scymnus auritus,1975,7
Scymnus auritus,1976,8
Scymnus auritus,1977,6
Scymnus auritus,1978,8
Scymnus auritus,1979,7
Scymnus auritus,1980,8
Scymnus auritus,1982,2
Scymnus auritus,1983,4
Scymnus auritus,1984,18
Scymnus auritus,1985,7
Scymnus auritus,1986,6
Scymnus auritus,1987,1
Scymnus auritus,1988,3
Scymnus auritus,1989,2
Scymnus auritus,1990,5
Scymnus auritus,1991,4
Scymnus auritus,1992,7
Scymnus auritus,1993,4
Scymnus auritus,1994,3
Scymnus auritus,1995,2
Scymnus auritus,1996,14
Scymnus auritus,1997,7
Scymnus auritus,1998,6
Scymnus auritus,1999,2
Scymnus auritus,2000,9
Scymnus auritus,2001,1
Scymnus auritus,2002,7
Scymnus auritus,2003,11
Scymnus auritus,2004,6
Scymnus auritus,2005,3
Scymnus auritus,2006,3
Scymnus auritus,2007,6
Scymnus auritus,2008,2
Scymnus auritus,2009,1
Scymnus auritus,2010,2
Scymnus auritus,2011,5
Scymnus auritus,2014,3
Scymnus auritus,2015,4
Scymnus auritus,2016,1
Scymnus auritus,2017,4
Scymnus auritus,2018,3
Scymnus auritus,2019,9
Scymnus auritus,2020,9
Scymnus femoralis,1855,2
Scymnus femoralis,1899,1
Scymnus femoralis,1936,1
Scymnus femoralis,1951,1
Scymnus femoralis,1963,1
Scymnus femoralis,1970,1
Scymnus femoralis,1974,1
Scymnus femoralis,1978,1
Scymnus femoralis,1981,1
Scymnus femoralis,1983,5
Scymnus femoralis,1992,3
Scymnus femoralis,1994,2
Scymnus femoralis,1995,3
Scymnus femoralis,1996,9
Scymnus femoralis,1997,5
Scymnus femoralis,1998,1
Scymnus femoralis,1999,1
Scymnus femoralis,2000,5
Scymnus femoralis,2002,5
Scymnus femoralis,2003,1
Scymnus femoralis,2004,2
Scymnus femoralis,2005,2
Scymnus femoralis,2006,2
Scymnus femoralis,2007,1
Scymnus femoralis,2013,1
Scymnus femoralis,2015,1
Scymnus femoralis,2016,1
Scymnus femoralis,2017,1
Scymnus femoralis,2018,1
Scymnus femoralis,2019,1
Scymnus frontalis,1845,2
Scymnus frontalis,1855,2
Scymnus frontalis,1892,1
Scymnus frontalis,1899,1
Scymnus frontalis,1900,1
Scymnus frontalis,1903,1
Scymnus frontalis,1913,1
Scymnus frontalis,1916,1
Scymnus frontalis,1922,2
Scymnus frontalis,1948,1
Scymnus frontalis,1959,2
Scymnus frontalis,1961,1
Scymnus frontalis,1962,1
Scymnus frontalis,1973,3
Scymnus frontalis,1976,5
Scymnus frontalis,1977,1
Scymnus frontalis,1978,1
Scymnus frontalis,1979,2
Scymnus frontalis,1980,5
Scymnus frontalis,1982,1
Scymnus frontalis,1983,4
Scymnus frontalis,1984,7
Scymnus frontalis,1985,6
Scymnus frontalis,1986,1
