taxon,year,dr736,dr695
Aphidecta obliterata,1958,0,2
Aphidecta obliterata,1961,0,1
Aphidecta obliterata,1962,0,1
Aphidecta obliterata,1966,0,2
Aphidecta obliterata,1968,0,1
Aphidecta obliterata,1969,0,1
Aphidecta obliterata,1970,0,2
Aphidecta obliterata,1971,0,7
Aphidecta obliterata,1972,0,1
Aphidecta obliterata,1973,0,4
Aphidecta obliterata,1974,0,2
Aphidecta obliterata,1975,0,2
Aphidecta obliterata,1977,0,14
Aphidecta obliterata,1978,0,18
Aphidecta obliterata,1981,0,17
Aphidecta obliterata,1985,0,13
Aphidecta obliterata,1988,0,13
Aphidecta obliterata,1989,0,89
Aphidecta obliterata,1990,0,23
Aphidecta obliterata,1991,0,51
Aphidecta obliterata,1993,0,36
Aphidecta obliterata,1994,0,27
Aphidecta obliterata,1995,0,42
Aphidecta obliterata,1996,0,18
Aphidecta obliterata,1998,0,12
Aphidecta obliterata,1999,0,17
Aphidecta obliterata,2000,0,28
Aphidecta obliterata,2002,0,23
Aphidecta obliterata,2003,0,28
Aphidecta obliterata,2004,0,12
Aphidecta obliterata,2005,0,47
Calvia quattuordecimguttata,1971,1,11
Calvia quattuordecimguttata,1972,1,11
Calvia quattuordecimguttata,1976,1,8
Calvia quattuordecimguttata,1977,2,23
Calvia quattuordecimguttata,1978,2,37
Calvia quattuordecimguttata,1979,3,17
Calvia quattuordecimguttata,1980,1,55
Calvia quattuordecimguttata,1982,2,24
Calvia quattuordecimguttata,1983,4,48
Calvia quattuordecimguttata,1984,1,58
Calvia quattuordecimguttata,1985,5,44
Calvia quattuordecimguttata,1987,2,49
Calvia quattuordecimguttata,1988,1,53
Calvia quattuordecimguttata,1990,1,71
Calvia quattuordecimguttata,1991,1,125
Calvia quattuordecimguttata,1993,2,138
Calvia quattuordecimguttata,1995,1,103
Calvia quattuordecimguttata,1996,3,113
Calvia quattuordecimguttata,1997,1,71
Calvia quattuordecimguttata,1999,7,115
Calvia quattuordecimguttata,2001,2,183
Calvia quattuordecimguttata,2004,2,248
Calvia quattuordecimguttata,2005,3,250
Calvia quattuordecimguttata,2006,1,257
Calvia quattuordecimguttata,2007,7,208
Calvia quattuordecimguttata,2008,4,109
Calvia quattuordecimguttata,2009,6,182
Calvia quattuordecimguttata,2010,34,135
Calvia quattuordecimguttata,2011,27,1
Calvia quattuordecimguttata,2012,16,0
Calvia quattuordecimguttata,2013,74,0
Calvia quattuordecimguttata,2014,186,0
Calvia quattuordecimguttata,2015,164,0
Calvia quattuordecimguttata,2016,163,0
Calvia quattuordecimguttata,2017,171,0
Calvia quattuordecimguttata,2018,188,0
Calvia quattuordecimguttata,2019,385,0
Calvia quattuordecimguttata,2020,313,0
Calvia quattuordecimguttata,1600,0,5
Calvia quattuordecimguttata,1832,0,2
Calvia quattuordecimguttata,1848,0,2
Calvia quattuordecimguttata,1860,0,1
Calvia quattuordecimguttata,1875,0,1
Calvia quattuordecimguttata,1876,0,1
Calvia quattuordecimguttata,1880,0,1
Calvia quattuordecimguttata,1881,0,2
Calvia quattuordecimguttata,1882,0,1
Calvia quattuordecimguttata,1888,0,1
Calvia quattuordecimguttata,1891,0,1
Calvia quattuordecimguttata,1892,0,1
Calvia quattuordecimguttata,1893,0,2
Calvia quattuordecimguttata,1894,0,2
Calvia quattuordecimguttata,1895,0,3
Calvia quattuordecimguttata,1896,0,1
Calvia quattuordecimguttata,1898,0,1
Calvia quattuordecimguttata,1900,0,4
Calvia quattuordecimguttata,1901,0,7
Calvia quattuordecimguttata,1902,0,2
Calvia quattuordecimguttata,1904,0,2
Calvia quattuordecimguttata,1905,0,1
Calvia quattuordecimguttata,1907,0,1
Calvia quattuordecimguttata,1909,0,1
Calvia quattuordecimguttata,1910,0,1
Calvia quattuordecimguttata,1911,0,10
Calvia quattuordecimguttata,1912,0,1
Calvia quattuordecimguttata,1913,0,1
Calvia quattuordecimguttata,1915,0,1
Calvia quattuordecimguttata,1916,0,2
Calvia quattuordecimguttata,1918,0,1
Calvia quattuordecimguttata,1919,0,1
Calvia quattuordecimguttata,1920,0,2
Calvia quattuordecimguttata,1921,0,2
Calvia quattuordecimguttata,1922,0,2
Calvia quattuordecimguttata,1923,0,2
Calvia quattuordecimguttata,1924,0,1
Calvia quattuordecimguttata,1925,0,1
Calvia quattuordecimguttata,1926,0,2
Calvia quattuordecimguttata,1930,0,2
Calvia quattuordecimguttata,1933,0,1
Calvia quattuordecimguttata,1936,0,1
Calvia quattuordecimguttata,1938,0,1
Calvia quattuordecimguttata,1942,0,1
Calvia quattuordecimguttata,1944,0,2
Calvia quattuordecimguttata,1945,0,2
Calvia quattuordecimguttata,1950,0,1
Calvia quattuordecimguttata,1952,0,1
Calvia quattuordecimguttata,1953,0,1
Calvia quattuordecimguttata,1954,0,2
Calvia quattuordecimguttata,1956,0,3
Calvia quattuordecimguttata,1957,0,1
Calvia quattuordecimguttata,1958,0,1
Calvia quattuordecimguttata,1959,0,3
Calvia quattuordecimguttata,1960,0,6
Calvia quattuordecimguttata,1961,0,1
Calvia quattuordecimguttata,1963,0,3
Calvia quattuordecimguttata,1964,0,3
Calvia quattuordecimguttata,1965,0,2
Calvia quattuordecimguttata,1966,0,2
Calvia quattuordecimguttata,1967,0,2
Calvia quattuordecimguttata,1968,0,2
Calvia quattuordecimguttata,1969,0,3
Calvia quattuordecimguttata,1970,0,6
Calvia quattuordecimguttata,1973,0,12
Calvia quattuordecimguttata,1974,0,3
Calvia quattuordecimguttata,1975,0,10
Calvia quattuordecimguttata,1981,0,21
Calvia quattuordecimguttata,1986,0,49
Calvia quattuordecimguttata,1989,0,122
Calvia quattuordecimguttata,1992,0,90
Calvia quattuordecimguttata,1994,0,79
Calvia quattuordecimguttata,1998,0,72
Calvia quattuordecimguttata,2000,0,139
Calvia quattuordecimguttata,2002,0,217
Calvia quattuordecimguttata,2003,0,178
Myrrha octodecimguttata,2010,3,9
Myrrha octodecimguttata,2011,6,0
Myrrha octodecimguttata,2013,6,0
Myrrha octodecimguttata,2014,7,0
Myrrha octodecimguttata,2015,13,0
Myrrha octodecimguttata,2016,12,0
Myrrha octodecimguttata,2017,18,0
Myrrha octodecimguttata,2018,15,0
Myrrha octodecimguttata,2019,46,0
Myrrha octodecimguttata,2020,25,0
Myrrha octodecimguttata,1600,0,3
Myrrha octodecimguttata,1830,0,1
Myrrha octodecimguttata,1848,0,2
Myrrha octodecimguttata,1860,0,2
Myrrha octodecimguttata,1878,0,1
Myrrha octodecimguttata,1888,0,2
Myrrha octodecimguttata,1894,0,1
Myrrha octodecimguttata,1895,0,1
Myrrha octodecimguttata,1897,0,1
Myrrha octodecimguttata,1900,0,3
Myrrha octodecimguttata,1901,0,1
Myrrha octodecimguttata,1902,0,1
Myrrha octodecimguttata,1903,0,2
Myrrha octodecimguttata,1905,0,1
Myrrha octodecimguttata,1906,0,1
Myrrha octodecimguttata,1908,0,1
Myrrha octodecimguttata,1912,0,1
Myrrha octodecimguttata,1920,0,1
Myrrha octodecimguttata,1921,0,1
Myrrha octodecimguttata,1924,0,1
Myrrha octodecimguttata,1930,0,3
Myrrha octodecimguttata,1935,0,1
Myrrha octodecimguttata,1936,0,1
Myrrha octodecimguttata,1939,0,1
Myrrha octodecimguttata,1940,0,1
Myrrha octodecimguttata,1941,0,2
Myrrha octodecimguttata,1943,0,1
Myrrha octodecimguttata,1945,0,2
Myrrha octodecimguttata,1946,0,1
Myrrha octodecimguttata,1951,0,1
Myrrha octodecimguttata,1954,0,2
Myrrha octodecimguttata,1956,0,1
Myrrha octodecimguttata,1958,0,1
Myrrha octodecimguttata,1959,0,3
Myrrha octodecimguttata,1964,0,1
Myrrha octodecimguttata,1966,0,1
Myrrha octodecimguttata,1968,0,3
Myrrha octodecimguttata,1969,0,2
Myrrha octodecimguttata,1970,0,2
Myrrha octodecimguttata,1971,0,4
Myrrha octodecimguttata,1972,0,3
Myrrha octodecimguttata,1974,0,1
Myrrha octodecimguttata,1975,0,1
Myrrha octodecimguttata,1976,0,4
Myrrha octodecimguttata,1977,0,2
Myrrha octodecimguttata,1978,0,1
Myrrha octodecimguttata,1979,0,10
Myrrha octodecimguttata,1980,0,3
Myrrha octodecimguttata,1981,0,7
Myrrha octodecimguttata,1982,0,4
Myrrha octodecimguttata,1983,0,6
Myrrha octodecimguttata,1984,0,1
Myrrha octodecimguttata,1985,0,11
Myrrha octodecimguttata,1986,0,4
Myrrha octodecimguttata,1987,0,7
Myrrha octodecimguttata,1988,0,2
Myrrha octodecimguttata,1989,0,26
Myrrha octodecimguttata,1990,0,13
Myrrha octodecimguttata,1991,0,13
Myrrha octodecimguttata,1992,0,7
Myrrha octodecimguttata,1993,0,4
Myrrha octodecimguttata,1994,0,7
Myrrha octodecimguttata,1995,0,10
Myrrha octodecimguttata,1996,0,9
Myrrha octodecimguttata,1997,0,6
Myrrha octodecimguttata,1998,0,6
Myrrha octodecimguttata,1999,0,9
Myrrha octodecimguttata,2000,0,12
Myrrha octodecimguttata,2001,0,20
Myrrha octodecimguttata,2002,0,12
Myrrha octodecimguttata,2003,0,8
Myrrha octodecimguttata,2004,0,22
Myrrha octodecimguttata,2005,0,49
Myrrha octodecimguttata,2006,0,44
Myrrha octodecimguttata,2007,0,30
Myrrha octodecimguttata,2008,0,11
Myrrha octodecimguttata,2009,0,17
Rhyzobius forestieri,2017,3,0
Rhyzobius forestieri,2018,21,0
Rhyzobius forestieri,2019,38,0
Rhyzobius forestieri,2020,38,0
Rhyzobius lophanthae,2013,10,0
Rhyzobius lophanthae,2014,18,0
Rhyzobius lophanthae,2015,6,0
Rhyzobius lophanthae,2016,8,0
Rhyzobius lophanthae,2017,7,0
Rhyzobius lophanthae,2018,11,0
Rhyzobius lophanthae,2019,8,0
Rhyzobius lophanthae,2020,22,0
Rhyzobius lophanthae,1999,0,2
Rhyzobius lophanthae,2006,0,7
Rhyzobius lophanthae,2007,0,1
Scymnus interruptus,2012,5,0
Scymnus interruptus,2013,13,0
Scymnus interruptus,2014,40,0
Scymnus interruptus,2015,31,0
Scymnus interruptus,2016,38,0
Scymnus interruptus,2017,24,0
Scymnus interruptus,2018,34,0
Scymnus interruptus,2019,34,0
Scymnus interruptus,2020,24,0
Scymnus interruptus,1986,0,1
Scymnus interruptus,1996,0,3
Scymnus interruptus,2000,0,1
Scymnus interruptus,2003,0,2
Scymnus interruptus,2004,0,2
Scymnus interruptus,2005,0,2
Scymnus interruptus,2006,0,4
Scymnus interruptus,2007,0,1
Scymnus interruptus,2008,0,2
Scymnus interruptus,2009,0,1
Scymnus interruptus,2010,0,1
Nephus quadrimaculatus,1988,1,0
Nephus quadrimaculatus,2013,8,0
Nephus quadrimaculatus,2014,20,0
Nephus quadrimaculatus,2015,9,0
Nephus quadrimaculatus,2016,15,0
Nephus quadrimaculatus,2017,23,0
Nephus quadrimaculatus,2018,42,0
Nephus quadrimaculatus,2019,46,0
Nephus quadrimaculatus,2020,46,0
Nephus quadrimaculatus,1960,0,1
Nephus quadrimaculatus,1980,0,6
Nephus quadrimaculatus,1983,0,2
Nephus quadrimaculatus,1984,0,2
Nephus quadrimaculatus,1991,0,3
Nephus quadrimaculatus,1992,0,4
Nephus quadrimaculatus,1993,0,1
Nephus quadrimaculatus,1996,0,1
Nephus quadrimaculatus,1997,0,4
Nephus quadrimaculatus,1998,0,2
Nephus quadrimaculatus,1999,0,2
Nephus quadrimaculatus,2000,0,6
Nephus quadrimaculatus,2001,0,7
Nephus quadrimaculatus,2002,0,9
Nephus quadrimaculatus,2003,0,3
Nephus quadrimaculatus,2004,0,6
Nephus quadrimaculatus,2005,0,13
Nephus quadrimaculatus,2006,0,2
Nephus quadrimaculatus,2007,0,2
Nephus quadrimaculatus,2008,0,2
Nephus quadrimaculatus,2009,0,8
Nephus quadrimaculatus,2010,0,5
Nephus quadrimaculatus,2011,0,1
Hippodamia variegata,1990,2,23
Hippodamia variegata,1991,1,4
Hippodamia variegata,1994,2,26
Hippodamia variegata,2000,2,31
Hippodamia variegata,2004,1,77
Hippodamia variegata,2005,4,48
Hippodamia variegata,2006,2,90
Hippodamia variegata,2007,2,35
Hippodamia variegata,2008,7,35
Hippodamia variegata,2009,1,105
Hippodamia variegata,2010,11,29
Hippodamia variegata,2011,25,0
Hippodamia variegata,2012,2,0
Hippodamia variegata,2013,28,0
Hippodamia variegata,2014,25,0
Hippodamia variegata,2015,73,0
Hippodamia variegata,2016,35,0
Hippodamia variegata,2017,53,0
Hippodamia variegata,2018,86,0
Hippodamia variegata,2019,71,0
Hippodamia variegata,2020,63,0
Hippodamia variegata,1855,0,1
Hippodamia variegata,1886,0,2
Hippodamia variegata,1890,0,1
Hippodamia variegata,1892,0,1
Hippodamia variegata,1893,0,2
Hippodamia variegata,1896,0,1
Hippodamia variegata,1920,0,1
Hippodamia variegata,1935,0,2
Hippodamia variegata,1937,0,1
Hippodamia variegata,1941,0,2
Hippodamia variegata,1942,0,2
Hippodamia variegata,1945,0,1
Hippodamia variegata,1949,0,1
Hippodamia variegata,1953,0,1
Hippodamia variegata,1957,0,1
Hippodamia variegata,1958,0,1
Hippodamia variegata,1960,0,2
Hippodamia variegata,1961,0,1
Hippodamia variegata,1962,0,1
Hippodamia variegata,1965,0,2
Hippodamia variegata,1968,0,2
Hippodamia variegata,1971,0,1
Hippodamia variegata,1972,0,2
Hippodamia variegata,1975,0,1
Hippodamia variegata,1976,0,4
Hippodamia variegata,1977,0,3
Hippodamia variegata,1981,0,1
Hippodamia variegata,1982,0,3
Hippodamia variegata,1983,0,3
Hippodamia variegata,1984,0,5
Hippodamia variegata,1985,0,2
Hippodamia variegata,1986,0,3
Hippodamia variegata,1987,0,14
Hippodamia variegata,1988,0,6
Hippodamia variegata,1989,0,12
Hippodamia variegata,1992,0,17
Hippodamia variegata,1993,0,15
Hippodamia variegata,1995,0,61
Hippodamia variegata,1996,0,19
Hippodamia variegata,1997,0,16
Hippodamia variegata,1998,0,9
Hippodamia variegata,1999,0,30
Hippodamia variegata,2001,0,31
Hippodamia variegata,2002,0,36
Hippodamia variegata,2003,0,80
Harmonia quadripunctata,1984,1,11
Harmonia quadripunctata,1990,1,21
Harmonia quadripunctata,1994,1,13
Harmonia quadripunctata,1995,1,25
Harmonia quadripunctata,1998,1,5
Harmonia quadripunctata,1999,1,13
Harmonia quadripunctata,2000,1,30
Harmonia quadripunctata,2004,1,68
Harmonia quadripunctata,2005,1,86
Harmonia quadripunctata,2007,3,91
Harmonia quadripunctata,2008,1,17
Harmonia quadripunctata,2009,1,30
Harmonia quadripunctata,2010,8,15
Harmonia quadripunctata,2011,8,0
Harmonia quadripunctata,2012,2,0
Harmonia quadripunctata,2013,21,0
Harmonia quadripunctata,2014,27,0
Harmonia quadripunctata,2015,38,0
Harmonia quadripunctata,2016,37,0
Harmonia quadripunctata,2017,40,0
Harmonia quadripunctata,2018,35,0
Harmonia quadripunctata,2019,82,0
Harmonia quadripunctata,2020,73,0
Harmonia quadripunctata,1946,0,4
Harmonia quadripunctata,1953,0,3
Harmonia quadripunctata,1955,0,2
Harmonia quadripunctata,1958,0,5
Harmonia quadripunctata,1959,0,2
Harmonia quadripunctata,1961,0,2
Harmonia quadripunctata,1966,0,1
Harmonia quadripunctata,1967,0,3
Harmonia quadripunctata,1968,0,2
Harmonia quadripunctata,1969,0,6
Harmonia quadripunctata,1970,0,1
Harmonia quadripunctata,1971,0,11
Harmonia quadripunctata,1972,0,2
Harmonia quadripunctata,1974,0,1
Harmonia quadripunctata,1976,0,10
Harmonia quadripunctata,1977,0,3
Harmonia quadripunctata,1978,0,2
Harmonia quadripunctata,1979,0,3
Harmonia quadripunctata,1980,0,4
Harmonia quadripunctata,1981,0,9
Harmonia quadripunctata,1982,0,4
Harmonia quadripunctata,1983,0,11
Harmonia quadripunctata,1985,0,8
Harmonia quadripunctata,1986,0,2
Harmonia quadripunctata,1987,0,1
Harmonia quadripunctata,1988,0,7
Harmonia quadripunctata,1989,0,6
Harmonia quadripunctata,1991,0,13
Harmonia quadripunctata,1992,0,4
Harmonia quadripunctata,1993,0,3
Harmonia quadripunctata,1996,0,27
Harmonia quadripunctata,1997,0,16
Harmonia quadripunctata,2001,0,30
Harmonia quadripunctata,2002,0,36
Harmonia quadripunctata,2003,0,51
Harmonia quadripunctata,2006,0,145
Anatis ocellata,1977,1,10
Anatis ocellata,1979,2,10
Anatis ocellata,1981,1,16
Anatis ocellata,1982,1,12
Anatis ocellata,1983,1,25
Anatis ocellata,1984,1,24
Anatis ocellata,1985,1,28
Anatis ocellata,1989,1,41
Anatis ocellata,1995,1,51
Anatis ocellata,1999,1,14
Anatis ocellata,2000,2,17
Anatis ocellata,2004,1,49
Anatis ocellata,2005,1,141
Anatis ocellata,2007,3,90
Anatis ocellata,2008,2,32
Anatis ocellata,2009,4,43
Anatis ocellata,2010,13,34
Anatis ocellata,2011,16,1
Anatis ocellata,2012,7,0
Anatis ocellata,2013,14,0
Anatis ocellata,2014,16,0
Anatis ocellata,2015,57,0
Anatis ocellata,2016,46,0
Anatis ocellata,2017,49,0
Anatis ocellata,2018,47,0
Anatis ocellata,2019,85,0
Anatis ocellata,2020,85,0
Anatis ocellata,1848,0,3
Anatis ocellata,1881,0,1
Anatis ocellata,1888,0,1
Anatis ocellata,1890,0,1
Anatis ocellata,1893,0,1
Anatis ocellata,1894,0,2
Anatis ocellata,1897,0,1
Anatis ocellata,1899,0,4
Anatis ocellata,1900,0,1
Anatis ocellata,1902,0,1
Anatis ocellata,1904,0,1
Anatis ocellata,1906,0,2
Anatis ocellata,1912,0,1
Anatis ocellata,1916,0,2
Anatis ocellata,1919,0,1
Anatis ocellata,1920,0,1
Anatis ocellata,1925,0,2
Anatis ocellata,1929,0,2
Anatis ocellata,1930,0,1
Anatis ocellata,1935,0,1
Anatis ocellata,1936,0,1
Anatis ocellata,1938,0,7
Anatis ocellata,1941,0,1
Anatis ocellata,1945,0,3
Anatis ocellata,1948,0,1
Anatis ocellata,1951,0,1
Anatis ocellata,1952,0,1
Anatis ocellata,1955,0,1
Anatis ocellata,1956,0,4
Anatis ocellata,1957,0,1
Anatis ocellata,1958,0,1
Anatis ocellata,1959,0,3
Anatis ocellata,1960,0,3
Anatis ocellata,1961,0,5
Anatis ocellata,1964,0,1
Anatis ocellata,1966,0,1
Anatis ocellata,1969,0,2
Anatis ocellata,1970,0,2
Anatis ocellata,1971,0,6
Anatis ocellata,1972,0,1
Anatis ocellata,1973,0,2
Anatis ocellata,1974,0,1
Anatis ocellata,1975,0,1
Anatis ocellata,1976,0,6
Anatis ocellata,1978,0,12
Anatis ocellata,1980,0,19
Anatis ocellata,1986,0,20
Anatis ocellata,1987,0,16
Anatis ocellata,1988,0,11
Anatis ocellata,1990,0,40
Anatis ocellata,1991,0,35
Anatis ocellata,1992,0,41
Anatis ocellata,1993,0,32
Anatis ocellata,1994,0,17
Anatis ocellata,1996,0,38
Anatis ocellata,1997,0,25
Anatis ocellata,1998,0,20
Anatis ocellata,2001,0,32
Anatis ocellata,2002,0,23
Anatis ocellata,2003,0,20
Anatis ocellata,2006,0,90
Myzia oblongoguttata,1976,2,1
Myzia oblongoguttata,1978,1,10
Myzia oblongoguttata,1989,1,13
Myzia oblongoguttata,1990,1,5
Myzia oblongoguttata,2007,1,18
Myzia oblongoguttata,2010,2,11
Myzia oblongoguttata,2011,6,0
Myzia oblongoguttata,2013,6,0
Myzia oblongoguttata,2014,8,0
Myzia oblongoguttata,2015,21,0
Myzia oblongoguttata,2016,25,0
Myzia oblongoguttata,2017,19,0
Myzia oblongoguttata,2018,24,0
Myzia oblongoguttata,2019,25,0
Myzia oblongoguttata,2020,31,0
Myzia oblongoguttata,1600,0,1
Myzia oblongoguttata,1830,0,1
Myzia oblongoguttata,1844,0,1
Myzia oblongoguttata,1848,0,2
Myzia oblongoguttata,1870,0,1
Myzia oblongoguttata,1871,0,1
Myzia oblongoguttata,1878,0,1
Myzia oblongoguttata,1888,0,1
Myzia oblongoguttata,1894,0,3
Myzia oblongoguttata,1895,0,1
Myzia oblongoguttata,1897,0,1
Myzia oblongoguttata,1898,0,1
Myzia oblongoguttata,1899,0,1
Myzia oblongoguttata,1900,0,1
Myzia oblongoguttata,1904,0,1
Myzia oblongoguttata,1906,0,2
Myzia oblongoguttata,1907,0,3
Myzia oblongoguttata,1913,0,1
Myzia oblongoguttata,1915,0,1
Myzia oblongoguttata,1916,0,3
Myzia oblongoguttata,1920,0,2
Myzia oblongoguttata,1925,0,3
Myzia oblongoguttata,1929,0,1
Myzia oblongoguttata,1930,0,1
Myzia oblongoguttata,1936,0,1
Myzia oblongoguttata,1938,0,1
Myzia oblongoguttata,1941,0,2
Myzia oblongoguttata,1945,0,2
Myzia oblongoguttata,1955,0,1
Myzia oblongoguttata,1956,0,3
Myzia oblongoguttata,1957,0,2
Myzia oblongoguttata,1958,0,3
Myzia oblongoguttata,1959,0,1
Myzia oblongoguttata,1969,0,2
Myzia oblongoguttata,1970,0,1
Myzia oblongoguttata,1971,0,3
Myzia oblongoguttata,1977,0,10
Myzia oblongoguttata,1979,0,4
Myzia oblongoguttata,1980,0,2
Myzia oblongoguttata,1981,0,6
Myzia oblongoguttata,1982,0,2
Myzia oblongoguttata,1983,0,7
Myzia oblongoguttata,1984,0,7
Myzia oblongoguttata,1985,0,3
Myzia oblongoguttata,1986,0,2
Myzia oblongoguttata,1987,0,5
Myzia oblongoguttata,1988,0,5
Myzia oblongoguttata,1991,0,12
Myzia oblongoguttata,1992,0,7
Myzia oblongoguttata,1993,0,4
Myzia oblongoguttata,1994,0,9
Myzia oblongoguttata,1995,0,5
Myzia oblongoguttata,1996,0,5
Myzia oblongoguttata,1997,0,7
Myzia oblongoguttata,1998,0,2
Myzia oblongoguttata,1999,0,4
Myzia oblongoguttata,2000,0,1
Myzia oblongoguttata,2001,0,1
Myzia oblongoguttata,2002,0,9
Myzia oblongoguttata,2003,0,2
Myzia oblongoguttata,2004,0,8
Myzia oblongoguttata,2005,0,18
Myzia oblongoguttata,2006,0,15
Myzia oblongoguttata,2008,0,2
Myzia oblongoguttata,2009,0,13
Chilocorus bipustulatus,1983,1,9
Chilocorus bipustulatus,1988,1,4
Chilocorus bipustulatus,1990,1,16
Chilocorus bipustulatus,2007,1,62
Chilocorus bipustulatus,2010,3,7
Chilocorus bipustulatus,2011,7,0
Chilocorus bipustulatus,2012,5,0
Chilocorus bipustulatus,2013,9,0
Chilocorus bipustulatus,2014,10,0
Chilocorus bipustulatus,2015,12,0
Chilocorus bipustulatus,2016,13,0
Chilocorus bipustulatus,2017,11,0
Chilocorus bipustulatus,2018,16,0
Chilocorus bipustulatus,2019,45,0
Chilocorus bipustulatus,2020,16,0
Chilocorus bipustulatus,1830,0,1
Chilocorus bipustulatus,1848,0,2
Chilocorus bipustulatus,1884,0,1
Chilocorus bipustulatus,1890,0,2
Chilocorus bipustulatus,1895,0,3
Chilocorus bipustulatus,1896,0,1
Chilocorus bipustulatus,1897,0,1
Chilocorus bipustulatus,1900,0,1
Chilocorus bipustulatus,1902,0,2
Chilocorus bipustulatus,1907,0,1
Chilocorus bipustulatus,1914,0,1
Chilocorus bipustulatus,1919,0,2
Chilocorus bipustulatus,1920,0,1
Chilocorus bipustulatus,1922,0,2
Chilocorus bipustulatus,1927,0,1
Chilocorus bipustulatus,1934,0,2
Chilocorus bipustulatus,1935,0,2
Chilocorus bipustulatus,1936,0,3
Chilocorus bipustulatus,1938,0,1
Chilocorus bipustulatus,1960,0,1
Chilocorus bipustulatus,1961,0,2
Chilocorus bipustulatus,1965,0,5
Chilocorus bipustulatus,1967,0,1
Chilocorus bipustulatus,1970,0,2
Chilocorus bipustulatus,1971,0,6
Chilocorus bipustulatus,1973,0,1
Chilocorus bipustulatus,1976,0,2
Chilocorus bipustulatus,1977,0,2
Chilocorus bipustulatus,1978,0,2
Chilocorus bipustulatus,1979,0,1
Chilocorus bipustulatus,1980,0,1
Chilocorus bipustulatus,1982,0,4
Chilocorus bipustulatus,1984,0,17
Chilocorus bipustulatus,1985,0,8
Chilocorus bipustulatus,1986,0,1
Chilocorus bipustulatus,1989,0,17
Chilocorus bipustulatus,1991,0,15
Chilocorus bipustulatus,1992,0,16
Chilocorus bipustulatus,1993,0,12
Chilocorus bipustulatus,1994,0,3
Chilocorus bipustulatus,1995,0,6
Chilocorus bipustulatus,1996,0,4
Chilocorus bipustulatus,1997,0,2
Chilocorus bipustulatus,1998,0,7
Chilocorus bipustulatus,1999,0,13
Chilocorus bipustulatus,2000,0,13
Chilocorus bipustulatus,2001,0,20
Chilocorus bipustulatus,2002,0,15
Chilocorus bipustulatus,2003,0,11
Chilocorus bipustulatus,2004,0,38
Chilocorus bipustulatus,2005,0,28
Chilocorus bipustulatus,2006,0,51
Chilocorus bipustulatus,2008,0,4
Chilocorus bipustulatus,2009,0,5
Rhyzobius,2015,1,0
Rhyzobius,2016,2,0
Rhyzobius,2017,3,0
Rhyzobius,2018,2,0
Rhyzobius,2019,2,0
Rhyzobius,2020,2,0
Coccinella magnifica,2006,1,6
Coccinella magnifica,2008,1,7
Coccinella magnifica,2009,8,13
Coccinella magnifica,2010,6,1
Coccinella magnifica,2011,6,0
Coccinella magnifica,2012,1,0
Coccinella magnifica,2013,4,0
Coccinella magnifica,2014,2,0
Coccinella magnifica,2015,7,0
Coccinella magnifica,2016,16,0
Coccinella magnifica,2017,14,0
Coccinella magnifica,2018,6,0
Coccinella magnifica,2019,11,0
Coccinella magnifica,2020,8,0
Coccinella magnifica,1851,0,4
Coccinella magnifica,1938,0,1
Coccinella magnifica,1949,0,1
Coccinella magnifica,1966,0,1
Coccinella magnifica,1971,0,3
Coccinella magnifica,1973,0,2
Coccinella magnifica,1974,0,2
Coccinella magnifica,1976,0,1
Coccinella magnifica,1977,0,3
Coccinella magnifica,1984,0,1
Coccinella magnifica,1985,0,1
Coccinella magnifica,1986,0,2
Coccinella magnifica,1987,0,2
Coccinella magnifica,1988,0,5
Coccinella magnifica,1989,0,8
Coccinella magnifica,1990,0,5
Coccinella magnifica,1991,0,1
Coccinella magnifica,1992,0,2
Coccinella magnifica,1993,0,2
Coccinella magnifica,1994,0,1
Coccinella magnifica,1995,0,1
Coccinella magnifica,1996,0,5
Coccinella magnifica,1997,0,8
Coccinella magnifica,1998,0,8
Coccinella magnifica,1999,0,3
Coccinella magnifica,2000,0,1
Coccinella magnifica,2002,0,3
Coccinella magnifica,2003,0,2
Coccinella magnifica,2004,0,5
Coccinella magnifica,2005,0,15
Coccinella magnifica,2007,0,7
Coccinellidae,2008,1,0
Coccinellidae,2013,1,0
Coccinellidae,2014,5,0
Coccinellidae,2015,7,0
Coccinellidae,2016,1,0
Coccinellidae,2017,6,0
Coccinellidae,2018,5,0
Coccinellidae,2019,30,0
Coccinellidae,2020,11,0
Stethorus punctillum,1984,1,0
Stethorus punctillum,1990,1,3
Stethorus punctillum,2012,1,0
Stethorus punctillum,2014,2,0
Stethorus punctillum,2015,1,0
Stethorus punctillum,2016,6,0
Stethorus punctillum,2017,3,0
Stethorus punctillum,2018,19,0
Stethorus punctillum,2019,20,0
Stethorus punctillum,2020,19,0
Stethorus punctillum,1600,0,1
Stethorus punctillum,1850,0,1
Stethorus punctillum,1855,0,1
Stethorus punctillum,1892,0,1
Stethorus punctillum,1899,0,1
Stethorus punctillum,1900,0,1
Stethorus punctillum,1953,0,1
Stethorus punctillum,1960,0,1
Stethorus punctillum,1974,0,1
Stethorus punctillum,1978,0,3
Stethorus punctillum,1979,0,5
Stethorus punctillum,1983,0,1
Stethorus punctillum,1985,0,1
Stethorus punctillum,1986,0,1
Stethorus punctillum,1989,0,1
Stethorus punctillum,1991,0,4
Stethorus punctillum,1992,0,2
Stethorus punctillum,1994,0,1
